init_state,found,time_millis,steps,solution
6 0 1 4 5 7 8 3 2,1,195,23,L D R R D L L U R U R D D L L U U R R D L D R
5 4 0 2 3 8 7 1 6,1,130,22,D L L U R D D R U U L D R D L U L U R R D D
3 4 5 7 8 6 2 1 0,0,2990,NA,NA
8 1 6 5 0 2 4 3 7,0,3231,NA,NA
4 5 0 8 6 3 7 1 2,1,109,24,D L L U R R D L D R U U L D D L U U R D L D R R
1 4 6 7 0 5 2 3 8,1,65,24,D R U L U R D D L L U R U R D L D R U U L D R D
8 4 2 5 0 6 7 1 3,0,3210,NA,NA
7 8 5 4 1 6 3 0 2,1,217,25,L U R U L D R R D L U U R D D L U L D R U U R D D
3 7 5 2 0 1 8 6 4,1,11,18,U L D R R D L L U R R U L L D R R D
8 3 1 6 5 7 2 0 4,1,515,27,R U L U L D D R R U L U R D L L U R D L D R R U L D R
5 4 1 2 6 0 3 8 7,0,3141,NA,NA
2 8 7 5 6 1 4 0 3,0,3377,NA,NA
0 4 7 6 1 3 8 2 5,0,3914,NA,NA
6 0 1 5 7 8 3 4 2,1,79,25,L D R D L U R D R U L U R D L D L U U R D L D R R
6 7 4 2 1 3 5 0 8,1,22,19,U U L D R U R D L D L U R U L D R D R
7 0 4 3 2 6 1 5 8,1,48,23,D L D R R U L L U R R D D L L U R U L D R D R
1 0 8 7 6 4 5 2 3,0,3625,NA,NA
3 1 2 6 8 7 4 5 0,0,3390,NA,NA
4 1 2 5 3 8 6 0 7,1,4,15,R U L L D R U L U R R D L D R
3 1 7 4 5 6 8 2 0,1,79,24,U L D L U R U L D R R U L L D R R D L U L D R R
6 1 5 2 0 3 8 7 4,0,3017,NA,NA
7 3 4 0 8 6 5 1 2,0,3202,NA,NA
0 3 6 8 2 7 4 1 5,1,34,22,D R D R U U L D L U R D D R U L L D R U R D
5 7 3 6 8 4 0 1 2,0,3210,NA,NA
3 8 6 4 2 1 7 5 0,1,87,24,L U U L D R R U L D L U R R D L D R U U L D D R
0 1 4 8 3 7 5 2 6,1,45,24,R D D R U U L D R D L U L D R U R D L U L D R R
8 2 6 7 5 4 0 3 1,1,370,26,U R R U L L D R D R U L D L U R U L D D R U U R D D
0 6 2 7 4 5 1 3 8,1,265,26,D R U R D L D L U U R D D L U R D R U U L L D R R D
2 1 8 7 0 6 4 3 5,1,270,26,D R U L L U R R D D L U U R D L L D R R U U L D D R
0 8 7 5 2 4 1 6 3,0,3032,NA,NA
5 8 6 1 4 3 2 7 0,0,3084,NA,NA
3 2 6 5 8 4 1 0 7,1,114,23,R U L L D R U U L D D R R U U L D D L U R D R
0 5 7 8 2 6 3 4 1,1,444,30,R D D L U R R D L U R U L D R D L L U U R R D D L U L D R R
8 5 4 0 1 2 3 7 6,0,3205,NA,NA
0 7 6 1 2 8 3 4 5,1,71,22,D R U L D D R U L U R D L D R R U U L D D R
8 2 7 1 0 6 4 3 5,0,3244,NA,NA
2 5 1 3 7 6 8 0 4,1,259,25,R U U L L D R D L U R U L D R R U L D L U R D R D
5 3 7 6 0 4 2 8 1,0,3208,NA,NA
6 3 2 8 7 0 1 5 4,1,132,29,D L U L D R U R U L L D R R D L U U R D L D R U U L D R D
3 1 7 0 8 5 6 4 2,0,3158,NA,NA
2 1 8 3 6 0 4 7 5,0,3347,NA,NA
6 2 7 8 4 1 5 3 0,0,3099,NA,NA
2 3 7 1 4 6 0 5 8,0,3170,NA,NA
3 7 0 5 6 8 4 2 1,0,3046,NA,NA
3 8 2 7 6 0 1 4 5,1,44,21,L L D R U U R D L U L D D R R U U L D D R
2 4 8 0 7 5 6 3 1,0,3036,NA,NA
0 4 3 2 5 8 7 1 6,1,34,20,R R D L D R U U L D L U R D D R U L D R
6 1 7 8 3 4 0 2 5,0,3328,NA,NA
4 7 1 2 8 3 5 0 6,0,3254,NA,NA
8 4 2 1 3 5 6 0 7,0,2981,NA,NA
1 6 8 0 7 5 4 2 3,1,79,23,R D R U U L D D L U U R D D R U U L L D R D R
6 3 8 7 4 1 0 2 5,1,9,20,U R R U L D D L U U R D L D R R U L D R
6 3 8 4 1 5 2 7 0,0,3189,NA,NA
6 3 0 1 5 4 2 8 7,0,3030,NA,NA
5 6 0 1 8 3 4 7 2,0,3321,NA,NA
3 7 5 0 6 4 2 8 1,0,3354,NA,NA
4 3 5 7 8 1 6 0 2,1,23,21,L U R R U L D L U R R D D L U R U L D R D
1 5 3 2 6 7 0 8 4,0,3096,NA,NA
6 8 2 4 5 3 7 0 1,1,108,25,U U L D R U R D D L U R U L D L U R R D D L U R D
6 1 3 5 8 4 0 7 2,0,3267,NA,NA
0 1 2 4 6 7 5 3 8,1,26,24,R D D R U L U R D L D L U R D R U L L D R U R D
6 0 8 1 4 5 7 3 2,1,3,17,L D R D R U U L D D R U U L D D R
0 6 2 4 7 8 5 1 3,1,27,20,D R D R U U L D D L U U R D R U L D D R
8 7 0 1 3 2 6 5 4,0,3201,NA,NA
1 6 5 0 3 7 2 4 8,1,25,21,D R R U U L D D R U L L D R R U U L D D R
7 5 8 3 4 2 0 1 6,1,112,22,R U L U R R D L L D R U U L D D R U U R D D
4 1 5 2 3 0 6 8 7,1,112,23,L L U R D D L U U R R D L D R U L U L D D R R
2 6 8 4 7 3 5 0 1,0,3207,NA,NA
3 0 8 4 2 5 6 7 1,1,79,23,L D D R R U U L D D R U U L D L U R R D L D R
2 3 5 8 6 1 7 4 0,0,3239,NA,NA
5 1 3 7 4 0 2 6 8,0,3216,NA,NA
4 6 0 7 2 3 8 1 5,0,3221,NA,NA
2 8 6 1 4 3 5 0 7,1,6,17,U U R D L U L D D R R U L L D R R
8 7 5 6 0 1 4 2 3,0,2969,NA,NA
2 8 7 3 6 5 4 1 0,0,3041,NA,NA
0 2 6 5 1 4 3 8 7,1,83,24,D R R D L U R U L L D R D L U R D R U L U R D D
5 3 0 7 8 2 1 6 4,1,50,22,D L D R U L L D R U U L D D R R U L U R D D
0 7 3 1 4 5 2 8 6,0,3219,NA,NA
0 3 2 4 6 1 5 7 8,1,68,26,D D R U R U L D D R U L L U R R D D L U R U L D D R
5 7 6 3 0 1 4 8 2,0,3166,NA,NA
0 7 4 5 3 8 6 1 2,0,3200,NA,NA
0 8 2 6 3 4 7 1 5,1,321,26,R D R U L D D L U U R D D L U R R D L L U U R D R D
4 6 8 7 2 1 3 0 5,0,2987,NA,NA
2 3 4 0 7 5 1 6 8,0,3499,NA,NA
4 1 2 5 8 7 6 0 3,1,11,17,U R D L U L D R U L U R R D L D R
1 3 8 7 6 5 0 4 2,1,59,22,U R R D L U R U L D L D R R U L D L U R D R
1 7 3 6 4 8 5 0 2,0,3234,NA,NA
2 1 6 5 4 3 8 7 0,1,208,24,L U L U R D R U L D L D R R U U L D L D R U R D
1 5 4 3 2 6 0 7 8,1,11,18,R R U U L D L U R D R U L L D R R D
5 0 1 6 2 3 7 4 8,1,54,23,D L U R R D L U L D R D R U U L L D R U R D D
6 1 7 0 4 8 3 2 5,0,3557,NA,NA
5 2 4 0 3 6 1 7 8,0,3577,NA,NA
0 7 8 4 3 6 5 1 2,1,214,28,R D D R U U L D R D L U L U R R D D L L U R R U L D D R
1 7 8 3 0 5 2 4 6,0,3420,NA,NA
2 4 5 7 6 3 1 8 0,0,3279,NA,NA
0 1 3 7 6 8 4 2 5,1,14,18,D R D L U U R D D L U R D R U L D R
5 7 0 4 1 2 6 3 8,0,3175,NA,NA
4 0 5 3 2 1 8 7 6,1,38,21,D R U L D L D R R U L L U R R D D L U R D
7 1 0 3 2 4 5 8 6,1,4,18,D L L U R R D L U R D D L L U R D R
6 8 7 2 1 5 4 0 3,1,117,23,R U U L L D R D R U U L D D R U U L L D D R R
8 0 6 1 5 3 7 4 2,0,3007,NA,NA
4 5 2 1 3 0 6 8 7,1,53,21,L L U R D D L U U R R D L D R U L L D R R
7 8 3 1 0 2 5 4 6,0,3194,NA,NA
5 0 1 2 7 4 3 8 6,0,3399,NA,NA
7 2 1 0 3 8 5 6 4,1,51,23,U R D R D L U R U L D R D L L U R U L D R D R
6 3 1 7 4 0 8 2 5,0,3416,NA,NA
5 4 2 1 8 6 3 7 0,1,56,20,L L U R D R U L L D R U U L D R U R D D
6 7 5 0 8 3 4 2 1,0,3024,NA,NA
5 3 0 1 8 4 2 7 6,1,15,20,L L D D R U L U R D R U L L D R U R D D
3 8 0 2 6 4 1 7 5,1,5,18,L L D D R U R U L L D R R D L U R D
6 7 5 4 8 2 0 3 1,1,627,28,R U U R D D L U U L D D R U R U L D L U R D R U L D D R
5 7 0 2 3 1 6 4 8,1,95,22,D L U L D D R U L U R R D L L U R D L D R R
7 0 2 5 4 6 8 3 1,0,3189,NA,NA
1 6 4 7 0 8 5 2 3,1,26,20,R D L U R U L D R D L L U R R U L D D R
7 0 3 4 6 2 5 8 1,1,315,25,D L U R D R D L L U U R D R U L D L U R R D L D R
2 5 4 8 1 7 0 6 3,0,3089,NA,NA
2 0 8 6 7 4 3 1 5,1,36,23,L D R D L U R R U L L D R D R U L U R D L D R
7 2 8 4 3 0 5 1 6,1,61,23,L D R U U L D R D L U L U R R D D L L U R D R
0 7 8 4 5 6 1 2 3,0,2980,NA,NA
1 8 4 2 0 3 6 7 5,1,115,24,U R D L L D R R U U L D L U R R D L U L D R D R
2 6 1 5 7 3 4 0 8,0,3122,NA,NA
0 5 8 1 6 3 2 4 7,1,25,22,D D R U R U L D D R U L L D R R U U L D R D
0 3 4 6 7 5 2 1 8,0,3146,NA,NA
3 4 1 5 0 8 6 7 2,1,101,24,L D R R U L L U R R D L L U R D D R U U L D R D
6 4 1 3 5 0 8 7 2,0,3146,NA,NA
4 6 0 7 5 1 2 8 3,0,3374,NA,NA
1 3 0 6 8 2 4 5 7,1,59,22,L D D R U L L D R U U R D D L U R U L D R D
7 0 1 4 6 5 2 8 3,1,68,23,D R D L U U R D L L D R U L U R D D L U R D R
0 4 5 8 2 6 1 7 3,0,3130,NA,NA
8 1 5 3 0 6 2 7 4,1,19,20,L U R D D L U R D R U U L D D L U R R D
4 1 8 5 3 7 6 2 0,1,97,24,L L U U R D R U L L D R D R U L D L U U R D D R
5 6 7 8 3 1 4 0 2,0,3232,NA,NA
7 5 1 4 8 6 0 3 2,1,95,22,U R D R U L U R D L D L U U R D D L U R R D
4 8 7 5 3 2 1 6 0,1,418,28,U L U R D D L U R D L L U R U L D R D L U R U L D R D R
1 7 0 6 5 2 8 3 4,1,32,22,D L D R U L L D R U U R D D L U L D R U R D
